,Company_Name,JobTitles,Skills,Description,Stipend,Links
77,The PJ Company,Flutter Development,"Dart , Firebase","Selected intern's day-to-day responsibilities include: 

1. Assist the team in developing the Flutter app
2. Give daily reports 

Requirements:

1. Work with passion. Dart , Firebase","₹ 1,000 /month",https://internshala.com/internship/detail/work-from-home-part-time-flutter-development-internship-at-the-pj-company1709222139
78,AppsForBB.com LLP,Flutter Development,"Android , Dart , Firebase , Flutter , REST API","Are you a passionate Flutter developer looking to kickstart your career in the tech industry? AppsForBB.com is seeking a talented Flutter Development intern to join our dynamic team! As an intern, you will have the opportunity to work on exciting projects using your expertise in Flutter, Dart, Firebase, Android, and REST API.

Key responsibilities:
1. Develop and maintain Flutter applications for various platforms.
2. Collaborate with the team to design and implement new features.
3. Utilize Firebase for backend data storage and authentication.
4. Optimize app performance and troubleshoot any issues.
5. Integrate REST API services for seamless app functionality.
6. Stay updated on the latest Flutter trends and best practices.
7. Contribute to the overall success of the company by delivering high-quality work.

If you are a motivated individual with a strong passion for Flutter development, we want to hear from you! Apply now and take the first step towards a rewarding career in mobile app development.. Android , Dart , Firebase , Flutter , REST API","₹ 10,000 /month",https://internshala.com/internship/detail/flutter-development-internship-in-noida-at-appsforbbcom-llp1709213954
79,Jarvics Technologies,Flutter Development,"Android , Cloud Firestore , Dart , Firebase , Flutter , iOS , REST API","Selected intern's day-to-day responsibilities include: 

1. Develop mobile applications using the Flutter framework
2. Work with the backend team to integrate the app with server-side
3. Write clean, maintainable, and efficient code
4. Debug and troubleshoot issues in the app
5. Ensure the app meets performance, security, and usability standards
6. Keep up-to-date with the latest trends and technologies in mobile development. Android , Cloud Firestore , Dart , Firebase , Flutter , iOS , REST API","₹ 7,000-12,000 /month",https://internshala.com/internship/detail/flutter-development-internship-in-multiple-locations-at-jarvics-technologies1709206294
80,Brihat Infotech Private Limited,Flutter Development,"Android , Cloud Firestore , Dart , Firebase , Flutter , iOS , REST API","We are seeking a talented Flutter Development intern to join our dynamic team at Brihat Infotech Private Limited! If you have a strong knowledge of Flutter, Dart, Firebase, REST API, Android, iOS, and Cloud Firestore, this opportunity is perfect for you. 

As a Flutter Development intern, you will be responsible for:

1. Assisting in the development and implementation of mobile applications using Flutter and Dart
2. Collaborating with the team to gather requirements and translate them into technical specifications
3. Integrating with Firebase for authentication, real-time database updates, and cloud storage
4. Developing REST APIs to connect mobile applications with backend services
5. Testing and debugging applications to ensure high-quality and reliable performance
6. Participating in code reviews and providing constructive feedback to improve code quality
7. Keeping up to date with the latest industry trends and technologies to continuously enhance your skills

If you are passionate about mobile app development, possess a strong understanding of cross-platform development using Flutter and Dart, and have a desire to work in a fast-paced and collaborative environment, we want to hear from you! Join our team at Brihat Infotech Private Limited and embark on an exciting journey to revolutionize the mobile app industry.. Android , Cloud Firestore , Dart , Firebase , Flutter , iOS , REST API","₹ 5,000 /month",https://internshala.com/internship/detail/work-from-home-flutter-development-internship-at-brihat-infotech-private-limited1709191754
81,Idea Usher,Flutter Development,"Dart , Flutter , REST API","Selected intern's day-to-day responsibilities include: 

1. Work as part of a small team to build Flutter iOS/Android applications for clients.
2. Work on implementing clean, modern, smooth animations and transitions that provide an excellent user experience.
3. Work as part of a small team, which will include other Flutter developers, a project manager, a QA professional, and a designer.
4. Complete two-week sprints, and participate in sprint retrospectives and daily standups.. Dart , Flutter , REST API","₹ 10,000-15,000 /month",https://internshala.com/internship/detail/work-from-home-flutter-development-internship-at-idea-usher1709182835
82,Celebrare,Flutter Development,"Dart , Firebase , Flutter","Selected intern's day-to-day responsibilities include:

1. Develop and maintain Flutter applications for iOS and Android platforms
2. Collaborate with designers and backend developers to implement engaging user interfaces
3. Create and execute unit and integration tests to ensure high-quality code
4. Optimize app performance and troubleshoot issues to deliver seamless user experiences
5. Stay up-to-date with the latest Flutter and Dart trends, technologies, and best practices
6. Participate in code reviews to ensure codebase integrity and enhance team collaboration. Dart , Firebase , Flutter","₹ 6,000-12,000 /month",https://internshala.com/internship/detail/work-from-home-flutter-development-internship-at-celebrare1708921253
83,UTERX HEALTHCARE PRIVATE LIMITED,Flutter Development,Flutter,"We are seeking a passionate and talented Flutter Development intern to join our team at UTERX HEALTHCARE PRIVATE LIMITED! If you are a Flutter enthusiast looking to gain valuable hands-on experience in a fast-paced healthcare tech environment, this is the perfect opportunity for you. 

Key Responsibilities:

1. Collaborate with our development team to design and implement new features using Flutter
2. Assist in troubleshooting and debugging technical issues to ensure smooth functionality of our mobile applications
3. Work closely with UX/UI designers to create a seamless and visually appealing user experience
4. Participate in code reviews and provide constructive feedback to enhance code quality
5. Stay updated on the latest trends and best practices in Flutter development to contribute innovative ideas
6. Conduct research on emerging technologies to improve our mobile app performance and efficiency
7. Support the team in testing, deployment, and maintenance of mobile applications to meet business needs

If you are ready to dive into the exciting world of Flutter development and make a real impact in the healthcare industry, apply now to join our dynamic team!. Flutter","₹ 4,000 /month +  Incentives",https://internshala.com/internship/detail/part-time-flutter-development-internship-in-hyderabad-at-uterx-healthcare-private-limited1708695555
84,TSAW Drones,Flutter Development,"Android , Dart , Flutter , iOS , REST API","Selected intern's day-to-day responsibilities include:

1. Creating a Flutter-based mobile app for Android & iOS.
2. Handling the endpoint connections with the backend.
3. Working on database management, and authentication using Google and Facebook.
4. Working on complete user experience & smooth workings of the application.
5. Creating 100% same UI designs.
6. Handling local and server push notifications.
7. Develop and implement captivating user interfaces for mobile applications using Flutter.
8. Collaborate closely with UX/UI designers to bring design concepts to life with high-quality, functional code.
9. Ensure optimal cross-platform performance for mobile devices through expert utilization of Flutter.
10. Leverage HTML, CSS, and Bootstrap to create streamlined and user-friendly mobile interfaces.
11. Contribute to the establishment of scalable and maintainable frontend architectures.
12. Work collaboratively with backend developers to seamlessly integrate Flutter code with server-side logic.
13. Conduct meticulous code reviews to maintain quality standards and Flutter best practices.
14. Stay current on emerging technologies and trends, particularly in the Flutter ecosystem.. Android , Dart , Flutter , iOS , REST API","₹ 10,000-15,000 /month",https://internshala.com/internship/detail/flutter-development-internship-in-noida-at-tsaw-drones1708602672
85,Quantasis Private Limited,Flutter Development,"Android , Cloud Firestore , Dart , Firebase , Flutter , iOS , REST API","Selected intern's day-to-day responsibilities include:

1. Collaborate with the development team to design, develop, test, and deploy high-quality Flutter applications
2. Assist in the implementation of user interfaces and features based on provided design specifications
3. Participate in code reviews, identify and address bugs, and ensure code quality
4. Work closely with cross-functional teams, including designers and product managers, to understand project requirements and deliver solutions that meet business needs
5. Stay up-to-date with the latest trends and best practices in mobile app development, specifically within the Flutter framework
6. Contribute to the overall improvement of development processes and workflows. Android , Cloud Firestore , Dart , Firebase , Flutter , iOS , REST API","₹ 8,000-12,000 /month",https://internshala.com/internship/detail/flutter-development-internship-in-mumbai-at-quantasis-private-limited1708519277
86,Idealake Information Technologies,Flutter Development,"Flutter , Windows Mobile Application Development","Selected intern's day-to-day responsibilities include: 

1. Learn and understand the fundamentals of mobile application development
2. Collaborate with senior developers to design, develop, and maintain mobile applications
3. Assist in the implementation of new features and functionalities within existing applications
4. Participate in code reviews to ensure code quality and adherence to best practices
5. Troubleshoot and debug issues to maintain the stability and performance of applications
5. Stay updated on the latest trends and technologies in mobile development
6. Adapt to changing project requirements and priorities in a fast-paced environment. Flutter , Windows Mobile Application Development","₹ 15,000 /month",https://internshala.com/internship/detail/flutter-development-internship-in-mumbai-at-idealake-information-technologies1708506032
87,Printila Services Private Limited,Flutter Development,"Android , Cloud Firestore , Dart , Firebase , Flutter , iOS , REST API","We are thrilled to offer an exciting opportunity for a talented Flutter Development intern to join our team at Printila Services Private Limited. As an intern, you will have the chance to work on cutting-edge projects using your expertise in Flutter, Dart, REST API, iOS, Firebase, Cloud Firestore, and Android. 

Selected intern's day-to-day responsibilities include:

1. Develop and maintain high-quality mobile applications using Flutter framework
2. Integrate REST API services for seamless communication between the app and backend server
3. Implement Firebase services for real-time data syncing and authentication
4. Utilize Cloud Firestore for efficient data storage and retrieval
5. Collaborate with the development team to design and implement new app features
6. Conduct thorough testing and debugging to ensure app performance and stability
7. Stay up-to-date with the latest trends and technologies in mobile app development to contribute innovative ideas to the team

If you are passionate about mobile app development and eager to gain valuable experience in the industry, we invite you to apply for this internship and help us revolutionize the way businesses connect with their customers through digital solutions.. Android , Cloud Firestore , Dart , Firebase , Flutter , iOS , REST API","₹ 5,000 /month",https://internshala.com/internship/detail/work-from-home-flutter-development-internship-at-printila-services-private-limited1708494997
88,Antino Labs Private Limited,Flutter Development,"Android , Dart , Firebase , Flutter , iOS","Selected intern's day-to-day responsibilities include:

1. Handle and build integration of mobile apps with third-party systems
2. Develop Android and iOS apps
3. Use Flutter, Dart, Rest APIs, Angular, jQuery, and Ionic. Android , Dart , Firebase , Flutter , iOS","₹ 15,000 /month",https://internshala.com/internship/detail/flutter-development-internship-in-gurgaon-at-antino-labs-private-limited1708431854
89,CapriTech Global Services Private Limited,Flutter Development,"Dart , Firebase , Flutter , REST API","Selected intern's day-to-day responsibilities include:   

1. Develop cutting-edge mobile applications using the Flutter framework, utilizing your expertise in Dart programming language
2. Collaborate with our experienced team of developers to design and implement innovative features and functionalities for Android and iOS platforms
3. Integrate Firebase services to enhance the app's performance, scalability, and real-time functionalities
4. Utilize your knowledge of REST APIs to integrate back-end services and databases effectively, ensuring seamless data flow and synchronization
5. Conduct thorough testing and debugging of applications to ensure high-quality, bug-free code and optimal user experience
6. Stay updated with the latest trends and advancements in mobile app development, bringing fresh ideas and best practices to the table
7. Communicate effectively with team members, stakeholders, and clients to understand requirements, provide progress updates, and seek feedback for continuous improvement

Join CapriTech Global Services Private Limited as a Flutter Development intern and be part of our dynamic team, working on exciting projects that push the boundaries of mobile app development. With hands-on experience in Flutter, Dart, Firebase, Android, iOS, and REST API, you'll have the opportunity to showcase your skills and contribute to the success of our clients' projects. Take your career to new heights with us!. Dart , Firebase , Flutter , REST API","₹ 7,000 /month",https://internshala.com/internship/detail/flutter-development-internship-in-mumbai-at-capritech-global-services-private-limited1708427365
90,Go Eleventh Mile Technologies Private Limited,Flutter Development,"Android , Cloud Firestore , Dart , Data Structures , Firebase , Firebase Cloud Messaging , Flutter , iOS , REST API","Overview:
Seeking a skilled Flutter Developer with Firebase, Location Services, and State Management expertise. Join our team to contribute significantly to top-notch mobile app development, ensuring seamless integration and scalable solutions.

Responsibilities:
- Develop and maintain Flutter apps, emphasizing Firebase for authentication, databases, cloud messaging, and analytics.
- Implement secure Razorpay payment solutions in Flutter apps.
- Collaborate on Firebase Cloud Functions integration for real-time updates and serverless computing.
- Stay updated on Flutter and Firebase SDKs, tools, and best practices.
- Proficient in location services and the Google Maps API.
- Create and maintain Firebase-related technical documentation.
- Emphasize clean architecture and SOLID principles, using GetX/Provider for state management.
- Optimize app performance for seamless cross-device functionality.

Requirements:
- 2 years' experience in Flutter, Firebase, and Razorpay integration.
- Strong Dart programming, Flutter framework, and mobile app development knowledge.
- Implement Firebase features like authentication, Firestore, Cloud Functions, Cloud Messaging, and Analytics.
- Proficient in integrating Razorpay and third-party APIs securely.
- Familiarity with Git, agile methodologies, and the latest SDKs.
- Excellent problem-solving and collaborative skills.
- Strong communication for cross-functional team interaction.

Preferred Qualifications:
- Experience with CI/CD pipelines for automated app deployment.
- Knowledge of mobile frameworks/languages (Swift, Kotlin, Java).
- Familiarity with additional Firebase services (storage, hosting, etc.).

Application Process:
Are you excited about this opportunity? Apply with a detailed cover letter.. Android , Cloud Firestore , Dart , Data Structures , Firebase , Firebase Cloud Messaging , Flutter , iOS , REST API","₹ 10,000 /month",https://internshala.com/internship/detail/work-from-home-flutter-development-internship-at-go-eleventh-mile-technologies-private-limited1708140160
91,Kartavya Technology,Flutter Development,"Dart , Figma , Flutter , MongoDB , Node.js","Selected intern's day-to-day responsibilities include: 

1. Understanding the Business requirements and design UX/UI using Figma
2. Building the database schema using MongoDB
3. Building the APIs using NodeJS
4. Building the App using Flutter. Dart , Figma , Flutter , MongoDB , Node.js","₹ 10,000 /month",https://internshala.com/internship/detail/work-from-home-part-time-flutter-development-internship-at-kartavya-technology1707217875
92,Stoild Private Limited,Flutter Development,"Android , Cloud Firestore , Dart , Firebase , Flutter , iOS , Node.js , REST API","Selected intern's day-to-day responsibilities include: 

1. Work on user authentication using firebase
2. Work on firebase integration
3. Work on payment gateway integration
4. admin panel creation
5. Webrtc connectivity in flutter
6. make multiplayer ludo game in flutter and nodejs
7. socket programming knowledge in nodejs. Android , Cloud Firestore , Dart , Firebase , Flutter , iOS , Node.js , REST API","₹ 3,000 /month",https://internshala.com/internship/detail/work-from-home-flutter-development-internship-at-stoild-private-limited1707111870
93,Zivaka,Flutter Development,"Dart , Firebase , Flutter , REST API","Selected intern's day-to-day responsibilities include: 

1. Develop Flutter app
2. Integrate with REST API
3. Manage platforms like Firebase cloud messaging, Google Maps, etc
4. Manual Unit Testing
5. Deployment in Play Store/ App Store. Dart , Firebase , Flutter , REST API","₹ 5,000-12,000 lump sum",https://internshala.com/internship/detail/work-from-home-part-time-flutter-development-internship-at-zivaka1706763302
94,Coding Junior,PHP Backend Development,"Data Analysis , Git , Git Bash , Machine Learning , Python , REST API , SQL , Stock Trading","Selected intern's day-to-day responsibilities include: 

1. Design and implement end-to-end trading systems that can identify, generate signals, and make trades based on required criteria
2. Collaborate with team members to design, code, and troubleshoot systems
3. Create data visualizations to better understand underlying data patterns and  gain insights
4. Integrate with 3rd party systems or broker APIs
5. Build libraries or packages that would help us reduce friction towards building/managing a these systems
6. Work on maintaining and improving existing systems.. Data Analysis , Git , Git Bash , Machine Learning , Python , REST API , SQL , Stock Trading","₹ 6,000-8,000 /month",https://internshala.com/internship/detail/work-from-home-php-backend-development-internship-at-coding-junior1709463886
95,Requin Solutions Private Limited,MERN Stack Web Development,"Amazon Web Services (AWS) , AngularJS , CSS , Express.js , Git , JavaScript , jQuery , MongoDB , Node.js , ReactJS","Selected intern's day-to-day responsibilities include: 

1. Collaborate with our team to design and develop live web applications that make a real impact
2. Dive into the MERN stack and turn design concepts into fully functional features
3. Ensure that applications are optimized for responsiveness and performance
4. Work alongside experienced developers and learn the ins and outs of the development process
5. Use Git for version control, collaborating with team members on code repositories
6. Learn and adhere to branching strategies for organized and efficient collaboration
7. Assist in the deployment process, ensuring applications are securely and efficiently hosted on AWS. Amazon Web Services (AWS) , AngularJS , CSS , Express.js , Git , JavaScript , jQuery , MongoDB , Node.js , ReactJS","₹ 10,000 /month",https://internshala.com/internship/detail/mern-stack-web-development-internship-in-jaipur-at-requin-solutions-private-limited1709375853
96,PatilKaki,React Native Development,React Native,"Selected intern's day-to-day responsibilities include: 

1. Develop and maintain mobile applications using React Native framework
2. Collaborate with cross-functional teams to define, design, and ship new features
3. Write clean, maintainable code and ensure code quality through code reviews and testing 
4. Troubleshoot and debug issues to optimize app performance
5. Stay up-to-date with the latest trends and technologies in mobile app development. React Native","₹ 5,000 /month",https://internshala.com/internship/detail/work-from-home-react-native-development-internship-at-patilkaki1709355990
97,Alemeno,React Native Development,"JavaScript , React Native , REST API","Alemeno is a dynamic and rapidly growing technology company. We are looking for a skilled React Native developer to join our team. As a React Native developer at Alemeno, you will play a pivotal role in building cross-platform mobile applications that provide a seamless and consistent user experience.

Selected intern's day-to-day responsibilities include:

1. Build high-performance cross-platform applications using react native
2. Resolve performance and functional issues; help team members troubleshoot complex issues
3. Certify and submit apps to Play Store
4. Work in an Agile team and collaborate with architects, mentorsand junior engineers
5. Keep yourself and the team abreast of latest evolutions in the Android and iOS domains. JavaScript , React Native , REST API","₹ 15,000-20,000 /month",https://internshala.com/internship/detail/work-from-home-react-native-development-internship-at-alemeno1709194941
98,Cehpoint,React Native Development,"LARAVEL , React Native","Are you passionate about mobile app development and eager to learn and grow in the tech industry? Join us at Cehpoint as a React Native intern and work on cutting-edge projects that will challenge and inspire you. As a member of our team, you will have the opportunity to collaborate with experienced developers, contribute to real-world projects, and gain valuable hands-on experience in app development.

Selected intern's day-to-day responsibilities include:

1. Assist in the development and maintenance of React Native applications
2. Collaborate with the design and product teams to implement user-friendly interfaces
3. Write clean, maintainable code and conduct code reviews
4. Troubleshoot and debug applications to ensure optimal performance
5. Stay up-to-date with the latest trends and technologies in mobile app development
6. Participate in team meetings and contribute fresh ideas and perspectives
7. Take on additional tasks and responsibilities as needed to support the team's goals and objectives.

If you are a motivated and enthusiastic individual with a strong passion for app development, we want to hear from you! Apply now and take the first step towards a rewarding career in tech with Cehpoint.. LARAVEL , React Native","₹ 3,000 /month",https://internshala.com/internship/detail/work-from-home-react-native-development-internship-at-cehpoint1708412250
99,Factacy.Ai,Machine Learning,"Artificial Intelligence , Computer Vision , Data Science , Deep Learning , Machine Learning , Python","Selected intern's day-to-day responsibilities include:

1. Research, identify, and understand business requirements to identify opportunities for applying predictive modeling and machine learning techniques
2. Collaborate with cross-functional teams, including data scientists, software engineers, and domain experts, to define project objectives and requirements
3. Design and implement predictive modeling and machine learning solutions, including data preprocessing, feature engineering, and model selection
4. Develop and deploy predictive software applications into production, leveraging Python (or similar scripting languages) for efficient development
5. Expertise in training and fine-tuning LLMs on diverse datasets, ensuring superior performance, and adapting models for specific applications and domains.
6. Work with cloud-native solutions on platforms such as AWS, GCP, or Azure for scalability and flexibility
7. Apply a range of machine learning algorithms for different tasks, including classification (SVM, decision tree, random forest, neural network), regression (linear, polynomial, logistic, etc), and graph theory (network analytics)
8. Utilize classical optimization techniques such as gradient descent and others for model optimization and parameter tuning
9. Utilize deep learning techniques, including LSTM, convolutional neural networks (CNN), and recurrent neural networks (RNN), for tasks such as natural language processing, image recognition, or time series analysis
10. Experience with training ML models using Pytorch or tensorflow.. Artificial Intelligence , Computer Vision , Data Science , Deep Learning , Machine Learning , Python","₹ 12,000-15,000 /month",https://internshala.com/internship/detail/machine-learning-internship-in-gurgaon-at-factacyai1709288811
100,Cryptonet Technologies Private Limited,Machine Learning,"Data Analytics , Data Science , Deep Learning , Machine Learning , Python","Selected intern's day-to-day responsibilities include:

1. Identify data parameters to be collected from our products and games
2. Create Sample Data sets and start developing AI/ML models to analyze collected data parameters  
3. Understand the goals and objectives of our products and work with multiple team members to come up with new strategies to collect, store, use, and gain insights from collected data
4. Initiative to come up with new ideas and models to maximize User Retention on our in-browser 3D game 
(Work in Progress) Demo available here: https://play.card.casa/. Data Analytics , Data Science , Deep Learning , Machine Learning , Python","₹ 1,000-2,000 /month",https://internshala.com/internship/detail/work-from-home-machine-learning-internship-at-cryptonet-technologies-private-limited1709268558
101,IIT Bombay,Machine Learning,"Data Analytics , Data Science , English Proficiency (Spoken) , English Proficiency (Written) , Hindi Proficiency (Spoken) , Hindi Proficiency (Written) , Machine Learning , Project Management , Python , Software Testing","Selected intern's day-to-day responsibilities include:

1. Managing operational aspects of the projects
2. Preparing annual & quarterly project progress reports
3. Maintaining documentation & presentation and drafting proposals/technical reports 
4. Facilitating project review meetings
5. Preparing of presentations
6. Helping with daily center operations and coordinating activities, prioritizing and delivering the  task  assigned
7. Developing/maintaining project deliverables under the direction of the project manager and coordinating with team members/clients 
8. Staying plugged into emerging technologies/industry trends and applying them to operations/activities
9. Work on data cleaning, pre-processing, and data collection
10. Write well-designed, testable, and efficient code by using the best software development practices
11. Handle stress and committed to work. Data Analytics , Data Science , English Proficiency (Spoken) , English Proficiency (Written) , Hindi Proficiency (Spoken) , Hindi Proficiency (Written) , Machine Learning , Project Management , Python , Software Testing","₹ 1,000-8,000 /month",https://internshala.com/internship/detail/work-from-home-part-time-machine-learning-internship-at-iit-bombay1709175012
102,Shubh International,Machine Learning,".NET , Data Analytics , Data Science , Deep Learning , Machine Learning , Natural Language Processing (NLP) , Python , R Programming","Selected intern's day-to-day responsibilities include: 

1. Analyzing business requirements and developing predictive models
2. Designing and developing machine learning algorithms
3. Developing data products and services such as data pipelines and APIs
4. Developing and deploying machine learning models in production
5. Applying machine learning (ML) algorithms and techniques to improve accuracy and performance
6. Maintaining and optimizing ML model performance
7. Visualizing results and metrics to stakeholders

Requirements:

1. Strong problem-solving skills
2. Ability to work in a fast-paced environment
3. Desire to learn and stay up-to-date with the latest trends in machine learning and data science. .NET , Data Analytics , Data Science , Deep Learning , Machine Learning , Natural Language Processing (NLP) , Python , R Programming","₹ 14,000-16,000 /month",https://internshala.com/internship/detail/work-from-home-part-time-machine-learning-internship-at-shubh-international1709128360
103,Avaari,Machine Learning,"Data Analytics , Data Science , Deep Learning , Machine Learning , Natural Language Processing (NLP) , Python , R Programming","Selected intern's day-to-day responsibilities include: 

1. Work closely with our experienced team to develop and implement cutting-edge machine-learning algorithms
2. Utilize your expertise in Python, R programming, and deep learning to build and optimize models for various AI applications
3. Dive into the world of data science and analytics to explore large datasets and derive meaningful insights
4. Collaborate with cross-functional teams to design and develop AI solutions that cater to our client's specific needs
5. Enhance your skills in natural language processing (NLP) and artificial intelligence by working on projects related to text and speech analytics
6. Conduct thorough research and stay up-to-date with the latest advancements in the field of machine learning and AI
7. Assist in the deployment and testing of machine learning models in real-world scenarios, and contribute to Avaari's goal of revolutionizing industries through AI. Data Analytics , Data Science , Deep Learning , Machine Learning , Natural Language Processing (NLP) , Python , R Programming","₹ 15,000 /month",https://internshala.com/internship/detail/work-from-home-machine-learning-internship-at-avaari1709128081
104,MentorBoxx,Machine Learning,"Data Analytics , Machine Learning , Natural Language Processing (NLP) , Python","Selected intern's day-to-day responsibilities include:

1. Collaborate with the team to develop and implement machine learning algorithms and models
2. Assist in collecting, cleaning, and analyzing large datasets to derive actionable insights
3. Develop and maintain data preprocessing pipelines for efficient data handling
4. Contribute to the design and development of NLP models for text classification and sentiment analysis
5. Research cutting-edge ML techniques and stay updated with the latest advancements in the field
6. Assist in building and improving ML models for personalized recommendations and content filtering
7. Help with the deployment and monitoring of ML models in production environments

Join us and make a significant impact in revolutionizing the way people access knowledge and grow personally through our innovative platform. Apply now and take the first step towards an exciting career in Machine Learning with MentorBoxx!. Data Analytics , Machine Learning , Natural Language Processing (NLP) , Python","₹ 25,000 /month",https://internshala.com/internship/detail/work-from-home-part-time-machine-learning-internship-at-mentorboxx1709125872
105,Buddha Education Association Incorporation,Machine Learning,"Data Analytics , Data Science , Deep Learning , Machine Learning , Natural Language Processing (NLP) , Python , R Programming","Selected intern's day-to-day responsibilities include:

1. Work on applying and developing ML and AI technologies to solve tech challenges
2. Work on cleaning, managing, extracting, and pre-processing data from various sources having different formats (text, image, audio, video, and related)
3. Work on the existing basic development activities together with the research scientists or other team members. Data Analytics , Data Science , Deep Learning , Machine Learning , Natural Language Processing (NLP) , Python , R Programming","₹ 18,000 /month",https://internshala.com/internship/detail/work-from-home-part-time-machine-learning-internship-at-buddha-education-association-incorporation1709118729
106,Khyati Thakur,Machine Learning,"Data Science , JavaScript","Selected intern's day-to-day responsibilities include:

1. Fine-tune and optimize the existing Hugging Face model for specific tasks or domains relevant to your application
2. Experiment with different architectures, hyperparameters, and training techniques to enhance the model's performance
3. Design and implement a RESTful API for the Hugging Face model, allowing easy integration into various applications
4. Ensure the API is well-documented, user-friendly, and follows best practices for security and scalability
5. Develop a small-scale application that showcases the capabilities of the Hugging Face model
6. Integrate the model into the application, handling input/output interfaces effectively
7. Implement user interfaces and experiences that demonstrate the model's functionality in a real-world context. Data Science , JavaScript","₹ 10,000 /month",https://internshala.com/internship/detail/work-from-home-machine-learning-internship-at-khyati-thakur1709028664
107,Avaari,Machine Learning,"Data Analytics , Data Science , Deep Learning , Machine Learning , Natural Language Processing (NLP) , Python , R Programming","Selected intern's day-to-day responsibilities include: 

1. Work closely with our experienced team to develop and implement cutting-edge machine-learning algorithms
2. Utilize your expertise in Python, R programming, and deep learning to build and optimize models for various AI applications
3. Dive into the world of data science and analytics to explore large datasets and derive meaningful insights
4. Collaborate with cross-functional teams to design and develop AI solutions that cater to our client's specific needs
5. Enhance your skills in natural language processing (NLP) and artificial intelligence by working on projects related to text and speech analytics
6. Conduct thorough research and stay up-to-date with the latest advancements in the field of machine learning and AI
7. Assist in the deployment and testing of machine learning models in real-world scenarios, and contribute to Avaari's goal of revolutionizing industries through AI. Data Analytics , Data Science , Deep Learning , Machine Learning , Natural Language Processing (NLP) , Python , R Programming","₹ 25,000 /month",https://internshala.com/internship/detail/part-time-machine-learning-internship-in-multiple-locations-at-avaari1708586291
108,Buddha Education Association Incorporation,Machine Learning,"Data Analytics , Data Science , Deep Learning , Machine Learning , Natural Language Processing (NLP) , Python , R Programming","Selected intern's day-to-day responsibilities include:

1. Work on applying and developing ML and AI technologies to solve tech challenges
2. Work on cleaning, managing, extracting, and pre-processing data from various sources having different formats (text, image, audio, video, and related)
3. Work on the existing basic development activities together with the research scientists or other team members. Data Analytics , Data Science , Deep Learning , Machine Learning , Natural Language Processing (NLP) , Python , R Programming","₹ 25,000 /month",https://internshala.com/internship/detail/part-time-machine-learning-internship-in-multiple-locations-at-buddha-education-association-incorporation1708406054
109,Earth5R,Data Science - Content Writing Volunteer,"Certificate ,  Flexible work hours","Selected intern's day-to-day responsibilities include:

1. Research various aspects of sustainability in data science
2. Work on data collection and analysis by studying various web resources related to data science
3. Conduct thorough research about provided topics in the fields of data science
4. Publish your research through posts on the Earth5R app. Certificate ,  Flexible work hours",Unpaid,https://internshala.com/internship/detail/work-from-home-part-time-data-science-content-writing-volunteer-internship-at-earth5r1709288491
110,Earth5R,Artificial Intelligence And Machine Learning - Content Writing Volunteer,"Certificate ,  Flexible work hours","Selected intern's day-to-day responsibilities include:

1. Research various aspects of sustainability in artificial intelligence and machine learning
2. Work on data collection and analysis by studying various web resources related to artificial intelligence and machine learning
3. Conduct thorough research about provided topics in the fields of artificial intelligence and machine learning
4. Publish your research through posts on the Earth5R app. Certificate ,  Flexible work hours",Unpaid,https://internshala.com/internship/detail/work-from-home-part-time-artificial-intelligence-and-machine-learning-content-writing-volunteer-internship-at-earth5r1709288276
111,Influence Technolabs Private Limited,Angular.js Development,"Angular 7.0 , AngularJS , CSS , Node.js , REST API","As an Angular.js development intern at Influence Technolabs Private Limited, you will have the opportunity to work on cutting-edge projects in a fast-paced and dynamic environment. We are looking for a talented individual who is well-versed in AngularJS, Angular 7.0, CSS, Node.js, and the REST API.

Selected intern's day-to-day responsibilities include:

1. Collaborate with the development team to design and implement new features for web applications using Angular.js
2. Write clean, efficient, and maintainable code to enhance the overall functionality of our products
3. Conduct thorough testing and debugging to ensure high-quality standards are met
4. Assist in optimizing web applications for maximum speed and scalability
5. Stay up-to-date on the latest industry trends and technologies to continuously improve our development processes
6. Work closely with cross-functional teams to translate business requirements into technical solutions
7. Contribute to the overall success of the team by actively participating in meetings, brainstorming sessions, and code reviews

If you are a passionate and driven individual looking to gain hands-on experience in Angular.js development, then this is the perfect opportunity for you to learn and grow with us. Apply now and take the first step towards a rewarding career in web development.. Angular 7.0 , AngularJS , CSS , Node.js , REST API","₹ 8,000 /month +  Incentives",https://internshala.com/internship/detail/work-from-home-angularjs-development-internship-at-influence-technolabs-private-limited1709279224
